"url","twitterUrl","id","text","retweetCount","replyCount","likeCount","quoteCount","createdAt","bookmarkCount","isRetweet","isQuote","nextCursor"
"https://x.com/SkiflitzBitcoin/status/1894800810925601212","https://twitter.com/SkiflitzBitcoin/status/1894800810925601212","1894800810925601300","Eike Batista lança novo token RWA da Solana.
Mas como o Brasil a justiça é falha.
Ai você já viu, né?
Se prepara para ter mais algumas pessoas enganadas, falta de aviso não foi... https://t.co/tZz1gAxCXu","0","0","0","0","Wed Feb 26 17:24:51 +0000 2025","0",,"false",
"https://x.com/Coinext_oficial/status/1908120858918265227","https://twitter.com/Coinext_oficial/status/1908120858918265227","1908120858918265300","Token $EIKE fora do ar no Brasil!
A CVM determinou a suspensão imediata da oferta do token lançado por Eike Batista, o $EIKE, para o público brasileiro. A justificativa? O ativo foi classificado como valor mobiliário e, por isso, precisa seguir as regras do mercado regulado.

O https://t.co/5C377wrgjW","0","0","2","0","Fri Apr 04 11:33:58 +0000 2025","0",,"false",
"https://x.com/Coinext_oficial/status/1895413640552964543","https://twitter.com/Coinext_oficial/status/1895413640552964543","1895413640552964600","Eike Batista lança token RWA na Solana para financiar “super cana” 

O empresário Eike Batista anunciou o lançamento do token EIKE, um RWA (Real World Asset) baseado na blockchain Solana, com o objetivo de arrecadar US$ 100 milhões via ICO (Oferta Inicial de Moedas). O capital https://t.co/GayvZ8OmXA","0","0","1","0","Fri Feb 28 10:00:01 +0000 2025","0",,"false",
"https://x.com/xbtmonarch/status/1949735805003464779","https://twitter.com/xbtmonarch/status/1949735805003464779","1949735805003464700","🚀 Gate Launchpad #3: Ika (IKA) is now LIVE!

Be among the first to access Ika (IKA) — a promising new project offering potential passive income rewards.
Subscribe using GT or USD1, with limited token allocation distributed on a first-come, first-served (FCFS) basis. https://t.co/h8vwpiwmkM","145","149","442","0","Mon Jul 28 07:36:54 +0000 2025","0",,"false",
"https://x.com/delkind26/status/1950073912227693005","https://twitter.com/delkind26/status/1950073912227693005","1950073912227693000","⌛ Le moment est arrivé.
Le TGE de $IKA démarre dans quelques heures 🕒

🦑 Le 1er protocole MPC zéro-trust, ultra-rapide, décentralisé
🔥 Une infra révolutionnaire pour rendre #Bitcoin programmable

Plus qu’un token, @ikadotxyz est une nouvelle ère.

#IKA #TGE #SuiNetwork https://t.co/888Lr8jLFR","0","0","2","0","Tue Jul 29 06:00:25 +0000 2025","0",,"false",
"https://x.com/TvIpainel/status/1894750813060223377","https://twitter.com/TvIpainel/status/1894750813060223377","1894750813060223500","You can sell your Solanas because the market is over after this news! Eike Batista launches RWS token on Solana. https://t.co/Ouu3yQhsnn","0","0","0","0","Wed Feb 26 14:06:11 +0000 2025","0",,"false",
"https://x.com/eesee_io/status/1863916171004653572","https://twitter.com/eesee_io/status/1863916171004653572","1863916171004653600","🔥 Altcoinist IDO is LIVE – Jump In Now!

🚀 The moment has arrived!
Brand new IDO with ticket’s purchase for $ESE is officially launched!

Don’t miss a unique opportunity to secure tokens with 100% unlock on TGE!

⚡️ IDO Details:

• Tickets' purchase on: Ethereum network
• https://t.co/e13SGIcrjE","38","90","137","2","Tue Dec 03 12:00:19 +0000 2024","2",,"false",
"https://x.com/ayyyeandy/status/1759608186011591161","https://twitter.com/ayyyeandy/status/1759608186011591161","1759608186011591200","BREAKING:

$EIGEN points currently trading at ~$0.15 PER point on @WhalesMarket 

If @eigenlayer launches at $20B+ FDV, this is likely going to be the biggest token distribution in the history of crypto. https://t.co/MNWJXC4xnM","54","65","606","24","Mon Feb 19 15:57:38 +0000 2024","152",,"false",
"https://x.com/Cryptowithkhan/status/1921627548401741862","https://twitter.com/Cryptowithkhan/status/1921627548401741862","1921627548401741800","$IKA TGE + Tokenomics Out 🪂 

Ticker : $IKA
Supply: 10B
TGE Airdrop Supply : 6% 

TGE Date 🗓️ : This Quarter &gt; 50 Days Left ⏳

Will @GiveRep users eat ?
BTW Flex your IKA droplets 🫵 https://t.co/tisS3FrnWk","48","274","341","2","Sun May 11 18:04:44 +0000 2025","23",,"false",
"https://x.com/btcnizando9487/status/1908131146812014612","https://twitter.com/btcnizando9487/status/1908131146812014612","1908131146812014600","Eike Batista retira site do ar após alerta da CVM sobre token

https://t.co/j42wmplFPS https://t.co/Tlr2UFkvSU","0","0","0","0","Fri Apr 04 12:14:51 +0000 2025","0",,"false",
"https://x.com/rennanbmusic1/status/1894792648856043790","https://twitter.com/rennanbmusic1/status/1894792648856043790","1894792648856043800","Como alguém se arrisca de comprar um token de alguém que teve envolvimento com corrupção? E O PIOR. SABEMOS que muita gente vai comprar
$eike $sol https://t.co/6A0NDmdg87","0","0","0","0","Wed Feb 26 16:52:25 +0000 2025","0",,"false",
"https://x.com/eiketoken/status/1899657344683855959","https://twitter.com/eiketoken/status/1899657344683855959","1899657344683856000","https://t.co/QQWRQnkDJa https://t.co/vewMiMg3gv","0","0","0","0","Wed Mar 12 03:02:59 +0000 2025","0",,"false",
"https://x.com/bpmoney_/status/1907885875519750494","https://twitter.com/bpmoney_/status/1907885875519750494","1907885875519750400","CVM emite ‘stop order’ para negociações de Eike Token
https://t.co/BjzhTSwLy4","0","0","0","0","Thu Apr 03 20:00:14 +0000 2025","0",,"false",
"https://x.com/5EIKE/status/1881190565263684024","https://twitter.com/5EIKE/status/1881190565263684024","1881190565263684000","My pending withdrawals on @earth2io #earth2, all and all over 20.000+ where the first was made 20th of August 2024. 
Still waiting…
I will accept #ESS Essence token as payout option and support knows since a month+

Will let people know right away when they pay me! https://t.co/ckjLL1uC7W","0","0","4","0","Mon Jan 20 04:02:36 +0000 2025","0",,"false",
"https://x.com/BrasilCryptoNew/status/1910441598443278477","https://twitter.com/BrasilCryptoNew/status/1910441598443278477","1910441598443278600","🚫 CVM suspende a oferta do token $EIKE de Eike Batista. Oferta pública sem autorização pode gerar multa de R$ 100 mil/dia!

🔗 Leia mais: https://t.co/Ej7eaA2L4w

#CVM #EikeBatista #Token #Regulação #Web3 #BrasilCryptoNews https://t.co/xyqvNjbT8I","0","0","2","0","Thu Apr 10 21:15:46 +0000 2025","0",,"false",
"https://x.com/EstadaoEconomia/status/1907887040018178394","https://twitter.com/EstadaoEconomia/status/1907887040018178394","1907887040018178300","CVM alerta para atuação irregular envolvendo Eike Token. Entenda 👇 https://t.co/fLcnRiOvSx","0","1","3","0","Thu Apr 03 20:04:51 +0000 2025","0",,"false",
"https://x.com/valorinveste/status/1907874590514200871","https://twitter.com/valorinveste/status/1907874590514200871","1907874590514200800","CVM determina imediata suspensão de oferta do token de Eike Batista, $EIKE
https://t.co/L8zA1EIStj","0","1","4","0","Thu Apr 03 19:15:23 +0000 2025","0",,"false",
"https://x.com/eesee_io/status/1879545756106764490","https://twitter.com/eesee_io/status/1879545756106764490","1879545756106764500","Exclusive IDO, only on eesee Launchpad - @emoney_network 💳

Introducing E-Money — the world’s first MiCA-approved public blockchain, connecting DeFi with secure, bank-level financial services

ℹ️ IDO Details:

• Date: 22.01, 11 AM UTC
• Fundraise &amp; Distribution: BSC Network
• https://t.co/pKnX17RsDY","79","183","224","7","Wed Jan 15 15:06:43 +0000 2025","6",,"false",
"https://x.com/ojedabtc/status/1908158315088982279","https://twitter.com/ojedabtc/status/1908158315088982279","1908158315088982300","Minha vida ta toda certa, acho q vou comprar token de super cana do Eike Batista... https://t.co/Fm8LROpY3U","1","3","16","0","Fri Apr 04 14:02:48 +0000 2025","0",,"true",
"https://x.com/AllurePixel/status/1949481560756945164","https://twitter.com/AllurePixel/status/1949481560756945164","1949481560756945200","💠 Tokenomics
 
The $EPIC is the native token, used for gas fees and ecosystem governance
 
The ecosystem’s $1M ignition program aims to boost DeFi, gaming, and RWA liquidity, potentially driving token demand https://t.co/6ezACBDffr","0","1","3","0","Sun Jul 27 14:46:38 +0000 2025","0",,"false",
"https://x.com/EtakuAI/status/1880594791744049348","https://twitter.com/EtakuAI/status/1880594791744049348","1880594791744049400","At Etaku, $EKU TGE is just the start. We’re all about building real value - strong product - long lasting ecosystem 🚀

We’re here to create a platform that’s:
✅ Adapts to your needs with AI Agents
✅ Bridges every gap
✅ Growing with the community

And soon… the Etaku Protocol https://t.co/Z5mNSkp8tS","34","102","437","0","Sat Jan 18 12:35:12 +0000 2025","0",,"false",
"https://x.com/a1research__/status/1840632458284531827","https://twitter.com/a1research__/status/1840632458284531827","1840632458284531700","The $EIGEN token is becoming transferrable in just a few hours.

We spent 4 months researching the protocols building on this shared security system, leveraging the underlying $11.9B in crypto-economic capital.

Time to meet the @eigenlayer AVS ecosystem. ↓ https://t.co/RCIRYqjtxu","48","13","332","5","Mon Sep 30 05:59:10 +0000 2024","154",,"false",
